Nome_da_Imagem,Local,Periodo,Fundo,N_Itens
tesoura1.jpg,Fora,Dia,Sacada,3
tesoura2.jpg,Fora,Dia,Sacada,3
tesoura3.jpg,Fora,Dia,Sacada,3
tesoura4.jpg,Fora,Dia,Sacada,3
tesoura5.jpg,Dentro,Dia,Branco,3
tesoura6.jpg,Dentro,Dia,Branco,3
tesoura7.jpg,Fora,Noite,Marmore,3
tesoura8.jpg,Fora,Noite,Marmore,3
tesoura9.jpg,Fora,Noite,Marmore,3
tesoura10.jpg,Fora,Noite,Marmore,3
tesoura11.jpg,Dentro,Noite,Sofa,3
tesoura12.jpg,Dentro,Noite,Sofa,3
tesoura13.jpg,Dentro,Noite,Sofa,3
tesoura14.jpg,Fora,Dia,Sacada,3
tesoura15.jpg,Fora,Dia,Sacada,3
tesoura16.jpg,Fora,Dia,Sacada,3
tesoura17.jpg,Fora,Dia,Sacada,3
tesoura18.jpg,Fora,Dia,Sacada,3
tesoura19.jpg,Dentro,Dia,Branco,3
tesoura20.jpg,Dentro,Dia,Branco,3
tesoura21.jpg,Dentro,Dia,Branco,3
tesoura22.jpg,Dentro,Dia,Branco,3
tesoura23.jpg,Dentro,Dia,Branco,3
tesoura24.jpg,Fora,Noite,Marmore,3
tesoura25.jpg,Fora,Noite,Marmore,3
tesoura26.jpg,Dentro,Noite,Sofa,3
tesoura27.jpg,Dentro,Noite,Sofa,3
tesoura28.jpg,Dentro,Noite,Sofa,3
