Nome_da_Imagem,Local,Periodo,Fundo,N_Itens
faca1.jpg,Fora,Dia,Sacada,3
faca2.jpg,Fora,Dia,Sacada,3
faca3.jpg,Fora,Dia,Sacada,3
faca4.jpg,Dentro,Dia,Branco,3
faca5.jpg,Fora,Noite,Marmore,3
faca6.jpg,Fora,Noite,Marmore,3
faca7.jpg,Fora,Noite,Marmore,3
faca8.jpg,Fora,Noite,Marmore,3
faca9.jpg,Dentro,Noite,Sofa,3
faca10.jpg,Dentro,Noite,Sofa,3
faca11.jpg,Fora,Dia,Sacada,3
faca12.jpg,Fora,Dia,Sacada,3
faca13.jpg,Fora,Dia,Sacada,3
faca14.jpg,Dentro,Dia,Branco,3
faca15.jpg,Dentro,Dia,Branco,3
faca16.jpg,Dentro,Dia,Branco,3
faca17.jpg,Dentro,Dia,Branco,3
faca18.jpg,Dentro,Dia,Branco,3
faca19.jpg,Fora,Noite,Marmore,3
faca20.jpg,Fora,Noite,Marmore,3
faca21.jpg,Dentro,Noite,Sofa,3
faca22.jpg,Dentro,Noite,Sofa,3
faca23.jpg,Dentro,Noite,Sofa,3
faca24.jpg,Dentro,Noite,Sofa,3
